model,task,accuracy,stderr,source_branch,n_questions,eval_setting
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_anatomy,1.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_business_ethics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_college_biology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_college_medicine,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_conceptual_physics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_elementary_mathematics,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_biology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_chemistry,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_government_and_politics,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_physics,0.0000000000,0.0000000000,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_high_school_world_history,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_human_sexuality,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_international_law,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_jurisprudence,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_miscellaneous,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_moral_scenarios,0.4285714286,0.1870439059,erasure,7,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_professional_law,0.5000000000,0.1767766953,erasure,8,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_professional_medicine,0.6000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_professional_psychology,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_sociology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_virology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_technical_terms_removed_1_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_anatomy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_college_biology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_college_medicine,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_conceptual_physics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_chemistry,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_european_history,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_physics,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_statistics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_high_school_world_history,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_human_sexuality,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_jurisprudence,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_miscellaneous,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_moral_disputes,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_nutrition,0.7500000000,0.2165063509,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_prehistory,0.8000000000,0.1788854382,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_professional_accounting,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_professional_law,0.3750000000,0.1711632992,erasure,8,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_professional_medicine,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_professional_psychology,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_sociology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_virology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_arabic_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_anatomy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_college_biology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_college_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_college_medicine,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_chemistry,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_european_history,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_macroeconomics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_mathematics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_physics,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_high_school_world_history,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_human_sexuality,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_jurisprudence,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_miscellaneous,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_nutrition,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_prehistory,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_professional_accounting,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_professional_law,0.3750000000,0.1711632992,erasure,8,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_professional_medicine,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_professional_psychology,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_public_relations,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_sociology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_virology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_bengali_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_abstract_algebra,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_anatomy,1.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_college_biology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_college_medicine,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_electrical_engineering,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_chemistry,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_european_history,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_geography,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_government_and_politics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_macroeconomics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_physics,0.2500000000,0.2165063509,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_statistics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_high_school_world_history,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_human_sexuality,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_jurisprudence,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_miscellaneous,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_moral_disputes,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_moral_scenarios,0.4285714286,0.1870439059,erasure,7,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_prehistory,0.6000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_professional_accounting,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_professional_law,0.6250000000,0.1711632992,erasure,8,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_professional_medicine,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_professional_psychology,0.6666666667,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_public_relations,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_security_studies,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_sociology,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_us_foreign_policy,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_virology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_czech_world_religions,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_abstract_algebra,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_anatomy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_business_ethics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_clinical_knowledge,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_college_biology,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_college_computer_science,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_college_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_college_medicine,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_computer_security,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_conceptual_physics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_electrical_engineering,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_elementary_mathematics,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_formal_logic,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_biology,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_chemistry,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_european_history,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_geography,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_government_and_politics,0.5000000000,0.3535533906,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_macroeconomics,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_mathematics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_physics,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_psychology,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_statistics,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_high_school_world_history,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_human_aging,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_human_sexuality,1.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_international_law,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_jurisprudence,0.0000000000,0.0000000000,erasure,2,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_marketing,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_medical_genetics,1.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_miscellaneous,0.0000000000,0.0000000000,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_moral_disputes,0.0000000000,0.0000000000,erasure,1,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_moral_scenarios,0.2857142857,0.1707469442,erasure,7,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_nutrition,0.5000000000,0.2500000000,erasure,4,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_philosophy,0.3333333333,0.2721655270,erasure,3,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_prehistory,0.4000000000,0.2190890230,erasure,5,0-shot
zephyr_rmu,tinyMMLU_rephrased_data_translated_farsi_professional_accounting,0.0000000000,0.0000000000,erasure,2,0-shot
